"quality_grade","time_observed_at","taxon_geoprivacy","uuid","id","cached_votes_total","identifications_most_agree","species_guess","identifications_most_disagree","positional_accuracy","comments_count","site_id","created_time_zone","license_code","observed_time_zone","public_positional_accuracy","oauth_application_id","created_at","description","time_zone_offset","observed_on","observed_on_string","updated_at","captive","faves_count","num_identification_agreements","map_scale","uri","community_taxon_id","owners_identification_from_vision","identifications_count","obscured","num_identification_disagreements","geoprivacy","location","spam","mappable","identifications_some_agree","place_guess","result_number","id","license_code","media-URL","attribution","hidden"
"research","2024-08-02T14:13:55-06:00","open","1bff1a72-7a37-4753-9987-c1dad5166956","233349820","0","TRUE","Mirlo Café","FALSE","5","0","1","America/Tegucigalpa","cc-by-nc","America/Tegucigalpa","5","2","2024-08-02T14:15:14-06:00",NA,"-06:00","2024-08-02","2024-08-02 14:13:55","2024-08-02T14:37:26-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233349820","12720","FALSE","1","FALSE","0",NA,"14.0121797067,-87.0089000836","FALSE","TRUE","TRUE","2X6R+W9X, El Zamorano, Francisco Morazán, Honduras","0",414695627,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414695627/square.jpeg","(c) Andrés de Jesús Cruz Sosa, some rights reserved (CC BY-NC)",FALSE
"research","2024-02-11T10:57:00-05:00","open","57930378-51ce-4c98-ac13-ea456e08213d","233225411","0","TRUE","Clay-coloured Thrush","FALSE","36","0","5","America/Panama","cc-by-nc","America/Panama","36",NA,"2024-08-01T23:49:48-05:00",NA,"-05:00","2024-02-11","2024/02/11 10:57 AM","2024-08-02T07:37:07-05:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233225411","12720","TRUE","1","FALSE","0",NA,"9.0216999262,-79.4645836068","FALSE","TRUE","TRUE","Costa Bella, Panamá, Provincia de Panamá, Panama","0",414455772,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414455772/square.jpg","(c) Jason Alexander, some rights reserved (CC BY-NC)",FALSE
"research","2024-02-11T10:57:00-05:00","open","57930378-51ce-4c98-ac13-ea456e08213d","233225411","0","TRUE","Clay-coloured Thrush","FALSE","36","0","5","America/Panama","cc-by-nc","America/Panama","36",NA,"2024-08-01T23:49:48-05:00",NA,"-05:00","2024-02-11","2024/02/11 10:57 AM","2024-08-02T07:37:07-05:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233225411","12720","TRUE","1","FALSE","0",NA,"9.0216999262,-79.4645836068","FALSE","TRUE","TRUE","Costa Bella, Panamá, Provincia de Panamá, Panama","0",414455769,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414455769/square.jpg","(c) Jason Alexander, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-30T11:55:00-06:00","open","e33bc3c2-0713-4fdd-a8bd-0b3c0f32f2bc","233189752","0","TRUE","Clay-colored Thrush","FALSE","4","0","1","America/Monterrey",NA,"America/Monterrey","4",NA,"2024-08-01T17:51:39-06:00",NA,"-06:00","2024-07-30","2024/07/30 11:55 AM","2024-08-02T01:55:21-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233189752","12720","TRUE","1","FALSE","0",NA,"25.6615075857,-100.255223695","FALSE","TRUE","TRUE","Sin Nombre de Col 33, Guadalupe, N.L., Mexico","0",414387422,NA,"https://static.inaturalist.org/photos/414387422/square.jpg","(c) Enrique Longoria, all rights reserved",FALSE
"research","2024-07-30T11:55:00-06:00","open","e33bc3c2-0713-4fdd-a8bd-0b3c0f32f2bc","233189752","0","TRUE","Clay-colored Thrush","FALSE","4","0","1","America/Monterrey",NA,"America/Monterrey","4",NA,"2024-08-01T17:51:39-06:00",NA,"-06:00","2024-07-30","2024/07/30 11:55 AM","2024-08-02T01:55:21-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233189752","12720","TRUE","1","FALSE","0",NA,"25.6615075857,-100.255223695","FALSE","TRUE","TRUE","Sin Nombre de Col 33, Guadalupe, N.L., Mexico","0",414387427,NA,"https://static.inaturalist.org/photos/414387427/square.jpg","(c) Enrique Longoria, all rights reserved",FALSE
"research","2024-07-30T11:55:00-06:00","open","e33bc3c2-0713-4fdd-a8bd-0b3c0f32f2bc","233189752","0","TRUE","Clay-colored Thrush","FALSE","4","0","1","America/Monterrey",NA,"America/Monterrey","4",NA,"2024-08-01T17:51:39-06:00",NA,"-06:00","2024-07-30","2024/07/30 11:55 AM","2024-08-02T01:55:21-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233189752","12720","TRUE","1","FALSE","0",NA,"25.6615075857,-100.255223695","FALSE","TRUE","TRUE","Sin Nombre de Col 33, Guadalupe, N.L., Mexico","0",414387530,NA,"https://static.inaturalist.org/photos/414387530/square.jpg","(c) Enrique Longoria, all rights reserved",FALSE
"research","2024-07-30T11:55:00-06:00","open","e33bc3c2-0713-4fdd-a8bd-0b3c0f32f2bc","233189752","0","TRUE","Clay-colored Thrush","FALSE","4","0","1","America/Monterrey",NA,"America/Monterrey","4",NA,"2024-08-01T17:51:39-06:00",NA,"-06:00","2024-07-30","2024/07/30 11:55 AM","2024-08-02T01:55:21-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233189752","12720","TRUE","1","FALSE","0",NA,"25.6615075857,-100.255223695","FALSE","TRUE","TRUE","Sin Nombre de Col 33, Guadalupe, N.L., Mexico","0",414387535,NA,"https://static.inaturalist.org/photos/414387535/square.jpg","(c) Enrique Longoria, all rights reserved",FALSE
"research","2024-08-01T06:14:27-06:00","open","3f69f1cf-e516-4e84-accc-55df0b59d6ec","233189216","0","TRUE","Clay-colored Thrush","FALSE","40","0","1","America/Merida",NA,"America/Merida","30415","2","2024-08-01T17:47:35-06:00",NA,"-06:00","2024-08-01","2024-08-01 06:14:27","2024-08-02T10:04:47-06:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/233189216","12720","TRUE","2","TRUE","0","obscured","21.1763439512,-89.7715943547","FALSE","TRUE","TRUE","Yucatán, MX","0",414389354,NA,"https://static.inaturalist.org/photos/414389354/square.jpeg","(c) Sol, all rights reserved",FALSE
"research","2024-08-01T06:14:27-06:00","open","5c712c4f-9e91-4502-b619-6fdb9059667a","233189131","0","TRUE","Clay-colored Thrush","FALSE","18","0","1","America/Merida",NA,"America/Merida","30415","2","2024-08-01T17:46:43-06:00",NA,"-06:00","2024-08-01","2024-08-01 06:14:27","2024-08-02T10:04:52-06:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/233189131","12720","TRUE","2","TRUE","0","obscured","21.0836116579,-89.6010241177","FALSE","TRUE","TRUE","Yucatán, MX","0",414389087,NA,"https://static.inaturalist.org/photos/414389087/square.jpeg","(c) Sol, all rights reserved",FALSE
"needs_id","2024-08-01T17:28:16-05:00","open","18bc3692-adaa-4d53-a618-8e0496362379","233178651","0","FALSE","Mirlo Café","FALSE",NA,"0","1","America/Panama",NA,"America/Panama",NA,"2","2024-08-01T17:30:09-05:00",NA,"-05:00","2024-08-01","2024-08-01 17:28:16","2024-08-01T17:30:26-05:00","FALSE","0","0",NA,"https://www.inaturalist.org/observations/233178651",NA,"FALSE","0","FALSE","0",NA,"9.0970313,-79.5137286","FALSE","TRUE","FALSE","Panamá, Provincia de Panamá, Panamá","0",414369337,NA,"https://static.inaturalist.org/photos/414369337/square.jpeg","(c) juan pineda, all rights reserved",FALSE
"needs_id","2024-08-01T17:28:16-05:00","open","18bc3692-adaa-4d53-a618-8e0496362379","233178651","0","FALSE","Mirlo Café","FALSE",NA,"0","1","America/Panama",NA,"America/Panama",NA,"2","2024-08-01T17:30:09-05:00",NA,"-05:00","2024-08-01","2024-08-01 17:28:16","2024-08-01T17:30:26-05:00","FALSE","0","0",NA,"https://www.inaturalist.org/observations/233178651",NA,"FALSE","0","FALSE","0",NA,"9.0970313,-79.5137286","FALSE","TRUE","FALSE","Panamá, Provincia de Panamá, Panamá","0",414369389,NA,"https://static.inaturalist.org/photos/414369389/square.jpeg","(c) juan pineda, all rights reserved",FALSE
"research","2024-07-04T07:34:00-06:00","open","5975ecd2-ae34-4ab0-b114-ca6a9fe3d6d1","233095212","0","TRUE","Clay-colored Thrush","FALSE","15","0","1","America/Costa_Rica","cc-by-nc","America/Costa_Rica","15",NA,"2024-08-01T08:35:30-06:00",NA,"-06:00","2024-07-04","2024/07/04 7:34 AM","2024-08-01T08:38:12-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233095212","12720","TRUE","1","FALSE","0",NA,"10.6868180206,-84.1808088959","FALSE","TRUE","TRUE","Alajuela Province, San Carlos, Costa Rica","0",414209343,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414209343/square.jpg","(c) Youp van den Heuvel, some rights reserved (CC BY-NC)",FALSE
"research","2024-06-25T10:48:00-06:00","open","2c883e01-c3a9-44cb-83ec-6c2b2b3cda80","233066793","0","TRUE","Clay-colored Thrush","FALSE","8","0","1","America/Costa_Rica","cc-by-nc","America/Costa_Rica","8",NA,"2024-08-01T05:15:48-06:00",NA,"-06:00","2024-06-25","2024/06/25 10:48 AM","2024-08-01T05:24:59-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233066793","12720","TRUE","1","FALSE","0",NA,"9.5879656706,-83.799245964","FALSE","TRUE","TRUE","San José Province, Copey District, Costa Rica","0",414152188,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414152188/square.jpg","(c) Youp van den Heuvel, some rights reserved (CC BY-NC)",FALSE
"research","2024-06-25T09:22:00-06:00","open","b7e2bc69-4979-4812-bb9e-d06e37242c8c","233066777","0","TRUE","Clay-colored Thrush","FALSE","8","0","1","America/Costa_Rica","cc-by-nc","America/Costa_Rica","8",NA,"2024-08-01T05:15:44-06:00",NA,"-06:00","2024-06-25","2024/06/25 9:22 AM","2024-08-01T05:34:54-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233066777","12720","TRUE","1","FALSE","0",NA,"9.6445002812,-83.8504175602","FALSE","TRUE","TRUE","San José Province, Copey District, Costa Rica","0",414152130,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414152130/square.jpg","(c) Youp van den Heuvel, some rights reserved (CC BY-NC)",FALSE
"research","2024-06-24T09:25:00-06:00","open","cd17b351-9504-4a59-b3ba-fc30a784c85a","233063785","0","TRUE","Clay-colored Thrush","FALSE","31","0","1","America/Costa_Rica","cc-by-nc","America/Costa_Rica","31",NA,"2024-08-01T04:42:37-06:00",NA,"-06:00","2024-06-24","2024/06/24 9:25 AM","2024-08-01T05:42:41-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233063785","12720","TRUE","1","FALSE","0",NA,"9.7700696594,-83.7907307547","FALSE","TRUE","TRUE","Provincia de Cartago, Paraíso, Costa Rica","0",414145345,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414145345/square.jpg","(c) Youp van den Heuvel, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-31T09:44:03-06:00","open","fe1cfbc1-c5a9-4330-a1f4-e13fecb0508f","233014963","0","TRUE","Clay-colored Thrush","FALSE",NA,"0","1","America/Costa_Rica","cc-by-nc","America/Costa_Rica",NA,"2","2024-07-31T19:55:24-06:00",NA,"-06:00","2024-07-31","2024-07-31 09:44:03","2024-07-31T19:57:41-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233014963","12720","FALSE","1","FALSE","0",NA,"9.4706638889,-83.5835111111","FALSE","TRUE","TRUE","Pérez Zeledón, CR-SJ, CR","0",414056206,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414056206/square.jpeg","(c) nbrown140, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-28T11:01:00-06:00","open","c11f9376-f2bb-40dd-9b3c-f87c3c22df83","233012217","0","TRUE","Mirlo Café","FALSE","15","0","2","America/Mexico_City","cc-by-nc","America/Mexico_City","15",NA,"2024-07-31T19:36:32-06:00",NA,"-06:00","2024-07-28","2024/07/28 11:01 AM","2024-07-31T19:57:26-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233012217","12720","TRUE","1","FALSE","0",NA,"17.3310387216,-91.9268144607","FALSE","TRUE","TRUE","Palenque, Chis., México","0",414030611,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414030611/square.jpg","(c) Elias, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-29T07:47:00-06:00","open","c48722d1-9d97-4f19-b9c3-875eec32f25b","233012182","0","TRUE","Mirlo Café","FALSE","8","0","2","America/Mexico_City","cc-by-nc","America/Mexico_City","8",NA,"2024-07-31T19:36:26-06:00",NA,"-06:00","2024-07-29","2024/07/29 7:47 AM","2024-07-31T19:57:44-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233012182","12720","TRUE","1","FALSE","0",NA,"16.7588461236,-91.1313139913","FALSE","TRUE","TRUE","Ocosingo, Chis., México","0",414030494,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414030494/square.jpg","(c) Elias, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-30T08:30:00-06:00","open","2a9d902c-cffb-48b0-95e8-e7f0ad474824","233012144","0","TRUE","Mirlo Café","FALSE","4","0","2","America/Mexico_City","cc-by-nc","America/Mexico_City","4",NA,"2024-07-31T19:36:18-06:00",NA,"-06:00","2024-07-30","2024/07/30 8:30 AM","2024-07-31T19:57:42-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233012144","12720","TRUE","1","FALSE","0",NA,"17.4872919564,-92.0495923602","FALSE","TRUE","TRUE","Palenque, Chis., México","0",414030323,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414030323/square.jpg","(c) Elias, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-25T07:11:00-06:00","open","cedbc971-2ece-41a2-9579-a10fd07d41a5","233012104","0","TRUE","Mirlo Café","FALSE","31","0","2","America/Belize","cc-by-nc","America/Belize","31",NA,"2024-07-31T19:36:04-06:00",NA,"-06:00","2024-07-25","2024/07/25 7:11 AM","2024-08-01T14:12:11-06:00","FALSE","0","3",NA,"https://www.inaturalist.org/observations/233012104","12720","TRUE","3","FALSE","0",NA,"17.2886168098,-88.7754983927","FALSE","TRUE","TRUE","Distrito de Cayo, Belice","0",414030134,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414030134/square.jpg","(c) Elias, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-30T09:46:00-06:00","open","76d90f2a-7ec2-4a07-b50d-4db2daa1f9ce","233012020","0","TRUE","Mirlo Café","FALSE","15","0","2","America/Mexico_City","cc-by-nc","America/Mexico_City","15",NA,"2024-07-31T19:35:55-06:00",NA,"-06:00","2024-07-30","2024/07/30 9:46 AM","2024-07-31T19:57:52-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/233012020","12720","TRUE","1","FALSE","0",NA,"17.4854090139,-92.0452234197","FALSE","TRUE","TRUE","Palenque, Chis., México","0",414029966,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414029966/square.jpg","(c) Elias, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-26T07:21:12-06:00","open","ac98ef2b-b0e3-4e00-8190-28a4484fc2e1","232999859","0","TRUE","Clay-colored Thrush","FALSE","361","0","1","America/Costa_Rica",NA,"America/Costa_Rica","361","3","2024-07-31T18:09:35-06:00","","-06:00","2024-07-26","2024-07-26 07:21:12-06:00","2024-07-31T18:16:52-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232999859","12720","TRUE","1","FALSE","0",NA,"10.4102559186,-84.6138736931","FALSE","TRUE","TRUE","Calle La Vista, San Ramon, Alajuela, CR","0",414027415,NA,"https://static.inaturalist.org/photos/414027415/square.jpeg","(c) silverdollarpond, all rights reserved",FALSE
"research","2024-07-26T07:13:42-06:00","open","74ff38b1-f30f-4071-8fed-ada833e40f20","232999492","0","TRUE","Clay-colored Thrush","FALSE","211","0","1","America/Costa_Rica",NA,"America/Costa_Rica","211","3","2024-07-31T18:06:44-06:00","","-06:00","2024-07-26","2024-07-26 07:13:42-06:00","2024-07-31T18:11:06-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232999492","12720","TRUE","1","FALSE","0",NA,"10.4100229616,-84.6139714046","FALSE","TRUE","TRUE","Calle La Vista, San Ramon, Alajuela, CR","0",414027111,NA,"https://static.inaturalist.org/photos/414027111/square.jpeg","(c) silverdollarpond, all rights reserved",FALSE
